movieId	imdbId	tmdbId	Title	Year	Director	Actors	Genre	Language	Country	Plot
52952	0480025	11798	This Is England	2006	Shane Meadows	Thomas Turgoose, Stephen Graham, Jo Hartley, Andrew Shim	Crime, Drama	English	UK	A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.
52967	0491747	1919	Away from Her	2006	Sarah Polley	Gordon Pinsent, Stacey LaBerge, Julie Christie, Olympia Dukakis	Drama	English	Canada, UK, USA	A man coping with the institutionalization of his wife because of Alzheimer's disease faces an epiphany when she transfers her affections to another man, Aubrey, a wheelchair-bound mute who also is a patient at the nursing home.
52973	0478311	4964	Knocked Up	2007	Judd Apatow	Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann	Comedy, Romance	English	USA	For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.
52975	0427327	2976	Hairspray	2007	Adam Shankman	John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes	Comedy, Drama, Family	English	USA, UK	Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.
53000	0463854	1562	28 Weeks Later	2007	Juan Carlos Fresnadillo	Robert Carlyle, Rose Byrne, Jeremy Renner, Harold Perrineau	Drama, Horror, Sci-Fi	English	UK, Spain	Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes to plan.
53024	0762111	36676	Jonestown: The Life and Death of Peoples Temple	2006	Stanley Nelson	Rebecca Moore, Janet Shular, Tim Carter, Stanley Clayton	Documentary, History	English	USA	Featuring never-before-seen footage, this documentary delivers a startling new look at the Peoples Temple, headed by preacher Jim Jones who, in 1978, led more than 900 members to Guyana, where he orchestrated a mass suicide via tainted punch.
53038	0023382	38077	Red Dust	1932	Victor Fleming	Clark Gable, Jean Harlow, Gene Raymond, Mary Astor	Drama, Romance	English	USA	The owner of a rubber plantation becomes involved with the new wife of one of his employees.
53121	0413267	810	Shrek the Third	2007	Chris Miller, Raman Hui	Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas	Animation, Adventure, Comedy	English	USA	When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far, Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup d'etat by the jilted Prince Charming.
53123	0907657	5723	Once	2007	John Carney	Glen Hansard, Markéta Irglová, Hugh Walsh, Gerard Hendrick	Drama, Music, Romance	English, Czech	Ireland	A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.
53125	0449088	285	Pirates of the Caribbean: At World's End	2007	Gore Verbinski	Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley	Action, Adventure, Fantasy	English	USA	Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.
53129	0780571	3432	Mr. Brooks	2007	Bruce A. Evans	Kevin Costner, Demi Moore, Dane Cook, William Hurt	Crime, Drama, Thriller	English	USA	A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.
53133	0441007	15568	Gracie	2007	Davis Guggenheim	Jesse Lee Soffer, Christopher Shand, Carly Schroeder, Karl Girolamo	Biography, Drama, Sport	English	USA	A teenager faces an uphill battle when she fights to give women the opportunity to play competitive soccer.
53138	0455596	14208	The Librarian: Return to King Solomon's Mines	2006	Jonathan Frakes	Noah Wyle, Gabrielle Anwar, Bob Newhart, Jane Curtin	Action, Adventure, Fantasy	English, French, Arabic	USA	Librarian-turned-adventurer Flynn Carsen endeavors to find King Solomon's mines.
53189	0494222	8748	Eagle vs Shark	2007	Taika Waititi	Loren Taylor, Jemaine Clement, Joel Tobeck, Brian Sergent	Comedy, Romance	English	New Zealand	Eagle vs Shark is the tale of two socially awkward misfits and the strange ways they try to find love; through revenge on high-school bullies, burgers, and video games.
53207	0411061	3489	88 Minutes	2007	Jon Avnet	Al Pacino, Alicia Witt, Leelee Sobieski, Amy Brenneman	Crime, Drama, Mystery	English	USA, Germany, Canada	On the day that a serial killer that he helped put away is supposed to be executed, a noted forensic psychologist and college professor receives a call informing him that he has 88 minutes left to live.
53318	0460740	12225	Cashback	2006	Sean Ellis	Michelle Ryan, Sean Biggerstaff, Erica Ellis, Jay Bowen	Comedy, Drama, Romance	English, Spanish	UK	After a painful breakup, Ben develops insomnia. To kill time, he starts working the late night shift at the local supermarket, where his artistic imagination runs wild.
53322	0496806	298	Ocean's Thirteen	2007	Steven Soderbergh	George Clooney, Brad Pitt, Matt Damon, Michael Mantell	Crime, Thriller	English, French, Spanish	USA	Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.
53326	0465203	10832	Them	2006	David Moreau, Xavier Palud	Olivia Bonamy, Michaël Cohen, Adriana Mocca, Maria Roman	Horror, Thriller	French, Romanian	France, Romania	Lucas and Clementine live peacefully in their isolated country house, but one night they wake up to strange noise... they're not alone... and a group of hooded assailants begin to terrorize them throughout the night.
53435	0498353	1691	Hostel: Part II	2007	Eli Roth	Lauren German, Roger Bart, Heather Matarazzo, Bijou Phillips	Horror	English, Slovak, Italian, Czech	USA, Czech Republic, Italy, Iceland, Slovakia	Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it.
53447	0842929	1990	Paranoid Park	2007	Gus Van Sant	Gabe Nevins, Daniel Liu, Jake Miller, Taylor Momsen	Crime, Drama, Mystery	English	France, USA	A teenage skateboarder's life begins to fray after he is involved in the accidental death of a security guard.
53460	0423294	9408	Surf's Up	2007	Ash Brannon, Chris Buck	Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder	Animation, Comedy, Family	English	USA	A behind-the-scenes look at the annual Penguin World Surfing Championship, and its newest participant, up-and-comer Cody Maverick.
53464	0486576	1979	Fantastic 4: Rise of the Silver Surfer	2007	Tim Story	Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis	Action, Adventure, Sci-Fi	English, Japanese, Chinese, Arabic	USA, Germany, UK	The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.
53466	0479500	14043	Nancy Drew	2007	Andrew Fleming	Emma Roberts, Craig Gellis, Rich Cooper, Max Thieriot	Comedy, Crime, Family	English	USA	Teen detective Nancy Drew accompanies her father on a business trip to Los Angeles, where she happens upon clues to a murder mystery involving a movie star.
53468	0457572	10288	Fido	2006	Andrew Currie	Jan Skorzewski, Kevin Tyell, Andy Parkin, Lynn Pendleton	Comedy, Drama, Horror	English	Canada	In an Earthly world resembling the 1950s, a cloud of space radiation has shrouded the planet, resulting in the dead becoming zombies that desire live human flesh. A company called Zomcon ...
53519	1028528	1991	Death Proof	2007	Quentin Tarantino	Kurt Russell, Zoë Bell, Rosario Dawson, Vanessa Ferlito	Thriller	English	USA	Two separate sets of voluptuous women are stalked at different times by a scarred stuntman who uses his "death proof" cars to execute his murderous plans.
53550	0462504	9952	Rescue Dawn	2006	Werner Herzog	Zach Grenier, Marshall Bell, Christian Bale, Toby Huss	Adventure, Biography, Drama	English, Lao, Vietnamese	USA, Luxembourg	A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.
53737	0062038	42700	The Night of the Generals	1967	Anatole Litvak	Peter O'Toole, Omar Sharif, Tom Courtenay, Donald Pleasence	Crime, Drama, Mystery	English, Italian, Spanish, French	UK, France	In 1942, a Polish prostitute is murdered in Warsaw. Suspicion falls on three generals, and Major Grau of German Intelligence seeks justice despite the ongoing atrocities committed during WWII.
53883	0430484	49870	The Power of Nightmares: The Rise of the Politics of Fear	2004	N/A	Gilles Kepel, Melvin Goodman, Stephen Holmes, William Kristol	Documentary, History	English	UK	A series of three documentaries about the use of fear for political gain.
53887	0070464	42464	O Lucky Man!	1973	Lindsay Anderson	Malcolm McDowell, Ralph Richardson, Rachel Roberts, Arthur Lowe	Comedy, Drama, Fantasy	English	UK, USA	This sprawling, surrealist musical serves as an allegory for the pitfalls of capitalism, as it follows the adventures of a young coffee salesman in Europe. Many actors play multiple roles, giving the film a stagy tone.
53894	0386032	2359	Sicko	2007	Michael Moore	Michael Moore, Tucker Albrizzi, Tony Benn, George W. Bush	Documentary, Drama	English, French, Spanish, Russian	USA	A documentary comparing the highly profitable American health care industry to other nations, and HMO horror stories including shotgun deaths.
53953	0450385	3021	1408	2007	Mikael Håfström	John Cusack, Paul Birchard, Margot Leicester, Walter Lewis	Fantasy, Horror	English	USA	A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.
53956	0795368	2196	Death at a Funeral	2007	Frank Oz	Matthew Macfadyen, Keeley Hawes, Andy Nyman, Ewen Bremner	Comedy	English	USA, Germany, UK, Netherlands	Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.
53972	0337978	1571	Live Free or Die Hard	2007	Len Wiseman	Bruce Willis, Timothy Olyphant, Justin Long, Maggie Q	Action, Adventure, Thriller	English, Italian, French	USA, UK	John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.
53974	0762114	2959	License to Wed	2007	Ken Kwapis	Robin Williams, Mandy Moore, John Krasinski, Eric Christian Olsen	Comedy, Romance	English	USA, Australia	A reverend puts an engaged couple through a grueling marriage preparation course to see if they are meant to be married in his church.
53993	0413099	2698	Evan Almighty	2007	Tom Shadyac	Steve Carell, Morgan Freeman, Lauren Graham, Johnny Simmons	Comedy, Family, Fantasy	English	USA	God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.
53996	0418279	1858	Transformers	2007	Michael Bay	Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson	Action, Adventure, Sci-Fi	English, Spanish	USA	An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.
53999	0374563	14125	Captivity	2007	Roland Joffé	Elisha Cuthbert, Daniel Gillies, Pruitt Taylor Vince, Michael Harney	Crime, Mystery, Thriller	English	USA, Russia	A man and a woman awaken to find themselves trapped in a cellar. As their kidnapper drives them mad, the truth about their horrific abduction is revealed.
54001	0373889	675	Harry Potter and the Order of the Phoenix	2007	David Yates	Daniel Radcliffe, Harry Melling, Jason Boyd, Richard Macklin	Adventure, Family, Fantasy	English	UK, USA	With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.
54004	0762107	3563	I Now Pronounce You Chuck & Larry	2007	Dennis Dugan	Adam Sandler, Kevin James, Jessica Biel, Dan Aykroyd	Comedy, Romance	English	USA	Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.
54190	0445922	4688	Across the Universe	2007	Julie Taymor	Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs	Drama, Fantasy, Musical	English	USA, UK	The music of the Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.
54220	0065037	54494	The Sterile Cuckoo	1969	Alan J. Pakula	Liza Minnelli, Wendell Burton, Tim McIntire	Comedy, Drama	English	USA	Two students from neighboring colleges in upstate New York are swept up in a tragic romantic interlude calling for a maturity of vision beyond their experience of capabilities. Pookie Adams...
54251	0398963	32444	Dorian Blues	2004	Tennyson Bardwell	Michael McMillian, Lea Coco, Steve Fletcher, Mo Quigley	Comedy, Drama, Romance	English	USA	High school senior Dorian begins a gay man's odyssey when he determines that he's gay and decides to come out. Chief among concerns is the reaction of his father, who has never liked him.
54256	0787475	10074	Hot Rod	2007	Akiva Schaffer	Andy Samberg, Jorma Taccone, Bill Hader, Danny McBride	Comedy	English	USA	Self-proclaimed stuntman Rod Kimble is preparing for the jump of his life - to clear fifteen buses to raise money for his abusive stepfather Frank's life-saving heart operation.
54259	0486655	2270	Stardust	2007	Matthew Vaughn	Ian McKellen, Bimbo Hart, Alastair MacIntosh, David Kelly	Adventure, Family, Fantasy	English	UK, USA, Iceland	In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.
54270	0461703	14219	Skinwalkers	2006	James Isaac	Jason Behr, Elias Koteas, Rhona Mitra, Natassia Malthe	Action, Fantasy, Horror	English	Canada, USA, Germany	A 12 year old boy and his mother become the targets of two warring werewolf packs, each with different intentions and motives.
54272	0462538	35	The Simpsons Movie	2007	David Silverman	Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith	Animation, Adventure, Comedy	English	USA	After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpson family are declared fugitives.
54276	0481141	3638	No Reservations	2007	Scott Hicks	Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson	Comedy, Drama, Romance	English	USA	The life of a top chef changes when she becomes the guardian of her young niece.
54281	0423977	8669	Charlie Bartlett	2007	Jon Poll	Anton Yelchin, Robert Downey Jr., Hope Davis, Kat Dennings	Comedy, Drama, Romance	English	USA	A rich kid becomes the self-appointed psychiatrist to the student body of his new high school.
54286	0440963	2503	The Bourne Ultimatum	2007	Paul Greengrass	Matt Damon, Julia Stiles, David Strathairn, Scott Glenn	Action, Mystery, Thriller	English, French, Arabic, Russian, Spanish	USA, Germany	Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.
54290	0804452	14123	Bratz	2007	Sean McNamara	Logan Browning, Janel Parrish, Nathalia Ramos, Skyler Shaye	Comedy, Family, Music	English, Spanish	USA	During their first year of high school, four best girlfriends face off against the domineering student body president who wants to split them up into different social cliques.
54328	0778784	4516	My Best Friend	2006	Patrice Leconte	Daniel Auteuil, Dany Boon, Julie Gayet, Julie Durand	Comedy	French	France	Catherine, refuses to believe that her business partner, the unlikeable François, has a best friend, so she challenges him to set up an introduction. Scrambling to find someone willing to pose as his best pal, François enlists the services of a charming taxi driver to play the part.
54331	0796375	8141	You Kill Me	2007	John Dahl	Ben Kingsley, Téa Leoni, Luke Wilson, Dennis Farina	Comedy, Crime, Romance	English	USA	While drying out on the West Coast, an alcoholic hit man befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.
54372	0362225	10795	Tell No One	2006	Guillaume Canet	François Cluzet, Marie-Josée Croze, André Dussollier, Kristin Scott Thomas	Crime, Drama, Mystery	French	France	Police find two bodies at an old murder scene and evidence to suggest the first victim's husband is a murderer. The husband receives clues suggesting his deceased wife is actually alive and begins to investigate.
54419	0402906	33916	Czech Dream	2004	Vít Klusák, Filip Remunda	Varhan Orchestrovich Bauer, Jaromír Kalina, Vít Klusák, Martin Prikryl	Documentary, Comedy	Czech	Czech Republic	Two students from the Czech Film Academy commission a leading advertising agency to organize a huge campaign for the opening of a new supermarket named Czech Dream. The supermarket however ...
54426	0809407	24159	12:08 East of Bucharest	2006	Corneliu Porumboiu	Mircea Andreescu, Teodor Corban, Ion Sapdaru, Mirela Cioaba	Comedy, Drama	Romanian	Romania	It's the 22nd of December. Sixteen years have passed since the revolution, and in a small town Christmas is about to come. Piscoci, an old retired man is preparing for another Christmas ...
54503	0829482	8363	Superbad	2007	Greg Mottola	Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader	Comedy	English	USA	Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
54513	0796368	6535	Talk to Me	2007	Kasi Lemmons	Don Cheadle, Chiwetel Ejiofor, Bruce McFee, Mike Epps	Biography, Drama, History	English	USA	The story of Washington D.C. radio personality Ralph "Petey" Greene, an ex-con who became a popular talk show host and community activist in the 1960s.
54648	0293564	5174	Rush Hour 3	2007	Brett Ratner	Chris Tucker, Jackie Chan, Max von Sydow, Hiroyuki Sanada	Action, Comedy, Crime	English, French, Japanese, Mandarin, Latin	USA, Germany	After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.
54732	0424823	9750	Balls of Fury	2007	Robert Ben Garant	Dan Fogler, Christopher Walken, George Lopez, Maggie Q	Comedy, Crime, Sport	English, Mandarin	USA	Down-and-out former professional ping-pong phenom, Randy Daytona, is sucked into a maelstrom when FBI Agent Ernie Rodriguez recruits him for a secret mission. Randy is determined to bounce back and win, and to smoke out his father's killer -- arch-fiend Feng.
54734	0815244	10760	Sydney White	2007	Joe Nussbaum	Amanda Bynes, Sara Paxton, Matt Long, Jack Carpenter	Comedy, Romance	English	USA	A modern retelling of Snow White set against students in their freshman year of college in the greek system.
54736	0431197	4349	The Kingdom	2007	Peter Berg	Jamie Foxx, Chris Cooper, Jennifer Garner, Jason Bateman	Action, Drama, Thriller	English, Arabic	USA, Germany	A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.
54745	0477078	13068	Rocket Science	2007	Jeffrey Blitz	Nicholas D'Agosto, Anna Kendrick, Utkarsh Ambudkar, Candace Hammer	Comedy, Drama	English	USA	Looking for answers to life's big questions, a stuttering boy joins his high school debate team.
54768	0462244	14144	Daddy Day Camp	2007	Fred Savage	Cuba Gooding Jr., Lochlyn Munro, Richard Gant, Tamala Jones	Comedy, Family	English	USA	Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.
54771	0427392	4858	The Invasion	2007	Oliver Hirschbiegel, James McTeigue	Nicole Kidman, Daniel Craig, Jeremy Northam, Jackson Bond	Sci-Fi, Thriller	English, Russian	USA, Australia	As a Washington psychiatrist unearths the origin of an alien epidemic, she also discovers her son might be the only way it can be stopped.
54775	0499556	10431	War	2007	Philip G. Atwell	Jet Li, Jason Statham, John Lone, Devon Aoki	Action, Crime, Thriller	English, Mandarin, Japanese, Cantonese	USA, Canada	An FBI Agent seeks vengeance on a mysterious assassin known as "Rogue" who murdered his partner.
54780	0489237	12435	The Nanny Diaries	2007	Shari Springer Berman, Robert Pulcini	Scarlett Johansson, Donna Murphy, John Henry Cox, Alicia Keys	Comedy, Drama, Romance	English, French	USA	A college graduate goes to work as a nanny for a rich New York family. Ensconced in their home, she has to juggle their dysfunction, a new romance, and the spoiled brat in her charge.
54785	0373883	2082	Halloween	2007	Rob Zombie	Malcolm McDowell, Brad Dourif, Tyler Mane, Daeg Faerch	Horror	English	USA	After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger.
54787	0804461	11835	Death Sentence	2007	James Wan	Kevin Bacon, Garrett Hedlund, Kelly Preston, Jordan Garrett	Action, Crime, Thriller	English	USA	Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.
54881	0923752	13958	The King of Kong: A Fistful of Quarters	2007	Seth Gordon	Steve Wiebe, Mark Alpiger, Adam Wood, Walter Day	Documentary, Biography, Sport	English	USA	Die-hard gamers compete to break world records on classic arcade games.
54910	0437857	10961	Behind the Mask: The Rise of Leslie Vernon	2006	Scott Glosserman	Nathan Baesel, Angela Goethals, Robert Englund, Scott Wilson	Comedy, Horror, Thriller	English	USA	The next great psycho horror slasher has given a documentary crew exclusive access to his life as he plans his reign of terror over the sleepy town of Glen Echo.
54995	1077258	1992	Planet Terror	2007	Robert Rodriguez	Rose McGowan, Freddy Rodríguez, Josh Brolin, Marley Shelton	Action, Comedy, Horror	English	USA	After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.
54997	0381849	5176	3:10 to Yuma	2007	James Mangold	Russell Crowe, Christian Bale, Logan Lerman, Dallas Roberts	Adventure, Crime, Drama	English, Chinese	USA	A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.
54999	0465602	4141	Shoot 'Em Up	2007	Michael Davis	Clive Owen, Paul Giamatti, Monica Bellucci, Stephen McHattie	Action, Comedy, Crime	English, Italian	USA	A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.
55031	0346952	14348	An Evening with Kevin Smith	2002	J.M. Kenny	Kevin Smith, Jason Mewes, Scott Mosier, Anthony Snitzer	Comedy, Documentary	English	USA	Kevin Smith interacts in Q&A sessions throughout various college stops in the USA.
55052	0783233	4347	Atonement	2007	Joe Wright	Saoirse Ronan, Ailidh Mackay, Brenda Blethyn, Julia West	Drama, Mystery, Romance	English, French	UK, France, USA	Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.
55063	1093842	13241	My Winnipeg	2007	Guy Maddin	Ann Savage, Louis Negin, Amy Stewart, Darcy Fehr	Documentary, Comedy, Drama	English	Canada	Fact, fantasy and memory are woven seamlessly together in this portrait of film-maker Guy Maddin's home town of Winnipeg, Manitoba.
55069	1032846	2009	4 Months, 3 Weeks and 2 Days	2007	Cristian Mungiu	Anamaria Marinca, Laura Vasiliu, Vlad Ivanov, Alexandru Potocean	Drama	Romanian	Romania, Belgium	A woman assists her friend in arranging an illegal abortion in 1980s Romania.
55071	0912593	12901	No End in Sight	2007	Charles Ferguson	Campbell Scott, Gerald Burke, Ali Fadhil, Omar Fekeiki	Documentary, War	English, Arabic	USA	A comprehensive look at the Bush Administration's conduct of the Iraq war and its occupation of the country.
55078	0061648	3469	Far from the Madding Crowd	1967	John Schlesinger	Julie Christie, Terence Stamp, Peter Finch, Alan Bates	Drama, History, Romance	English	UK	Bathsheba Everdene, a willful, flirtatious, young woman, unexpectedly inherits a large farm and is romantically pursued by three very different men.
55094	0478134	6973	In the Valley of Elah	2007	Paul Haggis	Tommy Lee Jones, Charlize Theron, Jason Patric, Susan Sarandon	Crime, Drama, Mystery	English	USA	A retired military investigator works with a police detective to uncover the truth behind his son's disappearance following his return from a tour of duty in Iraq.
55100	0466839	15019	I Could Never Be Your Woman	2007	Amy Heckerling	Michelle Pfeiffer, Paul Rudd, Saoirse Ronan, Stacey Dash	Comedy, Drama, Romance	English	USA	A mother falls for a younger man while her daughter falls in love for the first time. Mother Nature messes with their fates.
55110	0465436	4629	December Boys	2007	Rod Hardy	Daniel Radcliffe, Lee Cormie, Christian Byers, James Fraser	Drama, Romance	English, French	Australia, Germany, USA	One summer, four orphans boys who have grown to be the closest of friends find themselves competing for the attention of the same family.
55116	0455782	5353	The Hunting Party	2007	Richard Shepard	Terrence Howard, Richard Gere, Gordana Vukres, James Brolin	Adventure, Comedy, Drama	English, Serbo-Croatian, Croatian	USA, Croatia, Bosnia and Herzegovina	A young journalist, a seasoned cameraman and a discredited war correspondent embark on an unauthorized mission to find the No.1 war criminal in Bosnia. However, their extremely dangerous target decides to come after them.
55118	0765443	2252	Eastern Promises	2007	David Cronenberg	Josef Altin, Mina E. Mina, Aleksandar Mikic, Sarah-Jeanne Labrosse	Crime, Mystery, Thriller	English, Russian, Turkish, Ukrainian, Urdu	USA, UK, Canada	A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.
55156	0492499	30365	An Unreasonable Man	2006	Henriette Mantel, Steve Skrovan	Ralph Nader, Pat Buchanan, Howard Zinn, Eric Alterman	Documentary, Biography	English	USA	A look at the career of consumer advocate Ralph Nader from wannabe presidential candidate to public pariah.
55167	0831888	13754	Tekkonkinkreet	2006	Michael Arias	Kazunari Ninomiya, Yû Aoi, Yûsuke Iseya, Kankurô Kudô	Animation, Action, Adventure	Japanese	Japan	In Treasure Town, life can be both peaceful and violent. This is never truer than for our heroes, Black and White - two street kids who claim to traverse the urban city as if it were their ...
55207	0409799	244797	Cashback	2004	Sean Ellis	Sean Biggerstaff, Emilia Fox, Stuart Goodwin, Michael Dixon	Short, Comedy, Drama	English	UK	Ben is an art college student in London, whose imagination runs wild as he works the late-night shift at the local supermarket. What do he and his colleagues do to pass the long, endless hours of the night?
55232	0432021	7737	Resident Evil: Extinction	2007	Russell Mulcahy	Milla Jovovich, Oded Fehr, Ali Larter, Iain Glen	Action, Horror, Sci-Fi	English	France, Australia, Germany, UK, USA	Survivors of the Raccoon City catastrophe travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against the evil Umbrella Corp.
55245	0452625	10030	Good Luck Chuck	2007	Mark Helfrich	Connor Price, Troy Gentile, Mackenzie Mowat, Sasha Pieterse	Comedy, Romance	English	USA, Canada	In order to keep the woman of his dreams from falling for another guy, Charlie Logan has to break the curse that has made him wildly popular with single women: Sleep with Charlie once, and the next man you meet will be your true love.
55247	0758758	5915	Into the Wild	2007	Sean Penn	Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone	Adventure, Biography, Drama	English, Danish	USA	After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.
55250	0492956	13680	The Game Plan	2007	Andy Fickman	Dwayne Johnson, Madison Pettis, Kyra Sedgwick, Roselyn Sanchez	Comedy, Family, Sport	English	USA	An NFL quarterback living the bachelor lifestyle discovers that he has an 8-year-old daughter from a previous relationship.
55253	0808357	4588	Lust, Caution	2007	Ang Lee	Tony Chiu Wai Leung, Wei Tang, Joan Chen, Leehom Wang	Drama, Romance, Thriller	Mandarin, Japanese, English, Shanghainese, Hindi, Cantonese	USA, China, Taiwan	During World War II era, a young woman, Wang Jiazhi, gets swept up in a dangerous game of emotional intrigue with a powerful political figure, Mr. Yee.
55259	0484562	2274	The Seeker: The Dark Is Rising	2007	David L. Cunningham	Alexander Ludwig, Christopher Eccleston, Ian McShane, Frances Conroy	Adventure, Drama, Family	English	USA	A boy's life is turned upside down when he learns that he is the last of a group of immortal warriors who have dedicated their lives to fighting the forces of the dark.
55261	0408839	9038	The Heartbreak Kid	2007	Bobby Farrelly, Peter Farrelly	Ben Stiller, Malin Akerman, Michelle Monaghan, Jerry Stiller	Comedy, Romance	English, Spanish	USA	A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.
55267	0480242	7211	Dan in Real Life	2007	Peter Hedges	Steve Carell, Juliette Binoche, Dane Cook, Alison Pill	Comedy, Drama, Romance	English	USA	A widower finds out the woman he fell in love with is his brother's girlfriend.
55269	0838221	4538	The Darjeeling Limited	2007	Wes Anderson	Owen Wilson, Adrien Brody, Jason Schwartzman, Amara Karan	Adventure, Comedy, Drama	English, Hindi, German, Tibetan	USA	A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other.
55272	0498399	2001	We Own the Night	2007	James Gray	Joaquin Phoenix, Eva Mendes, Danny Hoch, Alex Veadov	Crime, Drama, Thriller	English, Russian	USA	A New York nightclub manager tries to save his brother and father from Russian mafia hit men.
55274	0414055	4517	Elizabeth: The Golden Age	2007	Shekhar Kapur	Jordi Mollà, Aimee King, Cate Blanchett, Laurence Fox	Biography, Drama, History	English, Spanish, Swedish	UK, France, Germany, USA	A mature Queen Elizabeth endures multiple crises late in her reign including court intrigues, an assassination plot, the Spanish Armada, and romantic disappointments.
55276	0465538	4566	Michael Clayton	2007	Tony Gilroy	Tom Wilkinson, Michael O'Keefe, Sydney Pollack, Danielle Skraastad	Crime, Drama, Thriller	English	USA	A law firm brings in its "fixer" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.
