AJ Schnack
Newton Apollo
Ngoc Hiep Nguyen
Ngoc Minh
Nhu Quynh Nguyen
Ni Made Megahadi Pratiwi
Nia Long
Nia Peeples
Nia Vardalos
Niall Beagan
Niall MacGinnis
Niall Toibin
Niamh Cusack
Niamh Quinn
Nic Knight
Nic Ratner
Nichelle Nichols
Nicholas Aaron
Nicholas Ball
Nicholas Barclay
Nicholas Braun
Nicholas Brendon
Nicholas Campbell
Nicholas Clay
Nicholas D'Agosto
Nicholas Eadie
Nicholas Elia
Nicholas Farrell
Nicholas Gonzalez
Nicholas Hope
Nicholas Hoult
Nicholas Kadi
Nicholas Rowe
Nicholas Tse
Nicholas Tucci
Nicholas Woodeson
Nicholle Tom
Nick Allder
Nick Apollo Forte
Nick Bacon
Nick Bartzen
Nick Bass
Nick Broomfield
Nick Cannon
Nick Cassavetes
Nick Chinlund
Nick Cravat
Nick Damici
Nick Faldo
Nick Fenske
Nick Frost
Nick Krause
Nick Metropolis
Nick Moran
Nick Nolte
Nick Offerman
Nick Prideaux
Nick Prueher
Nick Reding
Nick Robinson
Nick Scotti
Nick Searcy
Nick Shymansky
Nick Stabile
Nick Stahl
Nick Sullivan
Nick Sutton
Nick Swardson
Nick Upton
Nick Zano
Nickolas Grace
Nicky Guadagni
Nicky Katt
Nico
Nicol Williamson
Nicola Howard
Nicola Peltz
Nicola Reynolds
Nicolas Bro
Nicolas Cage
Nicolas Slonimsky
Nicole Arlyn
Nicole Beharie
Nicole Berger
Nicole Freeman
Nicole Fugere
Nicole Garcia
Nicole Kidman
Nicole Marcks
Nicole Marischka
Nicole Maurey
Nicole Parker
Nicole Picard
Nicole Rio
Nicole Vicius
Nicole de Boer
Nicoletta Braschi
Nicolette Krebitz
Nicollette Sheridan
Niecy Nash
Niels Arestrup
Nien-Jen Wu
Nieve de Medina
Nigel Bennett
Nigel Bruce
Nigel Davenport
Nigel Green
Nigel Havers
Nigel Hawthorne
Nigel Ivy
Nigel Lindsay
Nigel Patrick
Nigel Terry
Nigel Whitmey
Nike Arrighi
Niki Harris
Nikita Hopkins
Nikita Mikhalkov
Nikki Amuka-Bird
Nikki Reed
Nikki SooHoo
Niklaus Lange
Nikolai Kinski
Nikolaj Coster-Waldau
Nikolaj Lie Kaas
Nikolay Burlyaev
Nikolay Grinko
Nikolay Sergeev
Niles McMaster
Nils Brandt
Nils Haaland
Nils Poppe
Nim Chimpsky
Nima Arkani-Hamed
Nina Arianda
Nina Axelrod
Nina Dobrev
Nina Foch
Nina Hoss
Nina Jones
Nina Kunzendorf
Nina Petri
Nina Siemaszko
Nina Xining Zuo
Nina van Pallandt
Ninetto Davoli
Ning
Ning Liang
Ninja
Nino Castelnuovo
Nino Manfredi
Nino Martini
Nipsey Russell
Nique Needles
Nirmal Pandey
Nitai Gvirtz
Noah Bean
Noah Beery
Noah Beery Jr.
Noah Bernett
Noah Emmerich
Noah Fleiss
Noah Hathaway
Noah Ringer
Noah Segan
Noah Taylor
Noah Wiseman
Noah Wyle
Noah Young
Noble Willingham
Nobu Kanaoka
Nobuaki Fukuda
Nobuko Miyamoto
Nobuko Otowa
Noel Appleby
Noel Clarke
Noel Francis
Noel Rodriguez
Noelle Parker
Noghre Asadi
Nomadlozi Kubheka
Nona Gaye
Noomi Rapace
Nora Gregor
Nora Miao
Nora Ricci
Nora Zehetner
Nora-Jane Noone
Norah Baring
Noreen Hennessey
Norihei Miki
Noriko Hidaka
Noriko Sakai
Noriko Sengoku
Norm MacDonald
Norma Aleandro
Norma Crane
Norma Michaels
Norma Shearer
Norman Alden
Norman Baert
Norman Bartold
Norman Burton
Norman Chu
Norman Kerry
Norman Mailer
Norman Ollestad
Norman Reedus
Norman Vincent Peale
Norman Yarborough
Norman Zigrossi
Norris Deajon
Nozomu Sasaki
Noémie Lvovsky
Noël Coward
Numan Acar
Nutsa Kukhianidze
Nyla
Nyla McCarthy
Nyree Dawn Porter
O'Shea Jackson Jr.
O.C. Brown
O.E. Hasse
O.J. Simpson
Oanh Nguyen
Obba Babatundé
Octavia Spencer
Odd-Magnus Williamson
Oded Fehr
Odessa Rae
Odete Lara
Odette Annable
Odette Talazac
Odeya Rush
Odile Le Clezio
Ohad Knoller
Ok-bin Kim
Oka Antara
Oksana Akinshina
Ola Ray
Olaf Lubaszenko
Olatz López Garmendia
Oleg Menshikov
Oleg Yankovskiy
Olek Krupa
Olga Baclanova
Olga Breno
Olga James
Olga Karlatos
Olga Kurylenko
Olga Merediz
Olga Mironova
Olga Sékulic
Olga Zuiderhoek
Olgierd Lukaszewicz
Olin Howland
Oliver 'Ole' Zemen
Oliver Clark
Oliver Conant
Oliver Cooper
Oliver Cotton
Oliver Hardy
Oliver James
Oliver Johnston
Oliver Maltman
Oliver Milburn
Oliver Platt
Oliver Reed
Oliver Robins
Oliver Stokowski
Oliver Stone
Olivera Katarina
Olivette Thibault
Olivia Barash
Olivia Bonamy
Olivia Burnette
Olivia Cheng
Olivia Colman
Olivia Cooke
Olivia DeJonge
Olivia Hamnett
Olivia Hill
Olivia Hussey
Olivia Munn
Olivia Newton-John
Olivia Pigeot
Olivia Thirlby
Olivia Wilde
Olivia Williams
Olivia d'Abo
Olivia de Havilland
Olivier Bonjour
Olivier Gourmet
Olivier Martinez
Olivier Perrier
Olivier Py
Olly Alexander
Olympia Dukakis
Om Puri
Omar Avila
Omar Benson Miller
Omar Epps
Omar Fekeiki
Omar Gooding
Omar Sharif
Omar Sy
Omari Hardwick
Omero Antonutti
Omri Katz
Ona Fletcher
Ona Grauer
Ondrej Vetchý
Onni Tommila
Onslow Stevens
Oona Laurence
Opal Alladin
Ophelia Lovibond
Oprah Winfrey
Orgyen Tobgyal
Ori Sivan
Oriah Acima Andrews
Orla Brady
Orla Fitzgerald
Orlando Alfaro
Orlando Bloom
Orlando Jones
Orly Silbersatz Banai
Orri P. Dyrason
Orson Bean
Orson Welles
Orto Ignatiussen
Osa Massen
Osama bin Laden
Oscar Isaac
Oscar Levant
Oscar Pearce
Oscar Stribolt
Oscar Van Rompay
Osgood Perkins
Osheen Jones
Oskar Homolka
Oskar Höcker
Oskar Werner
Osman Sonant
Ossie Davis
Othon Bastos
Otis
Otis Day
Otis Young
Otto Grünmandl
Otto Jespersen
Otto Kruger
Otto Preminger
Otto Sander
Otto Wernicke
Ouassini Embarek
Owen Kline
Owen Moore
Owen Roe
Owen Wilson
Oz Zehavi
P.H. Moriarty
P.J. Soles
PJ DeBoy
PJ Harvey
Pablo Calogero
Pablo Guevara
Pablo Rago
Pablo Rosso
Pablo Schreiber
Pablo Sevilla
Paco Christian Prieto
Paco de Lucía
Paddy Considine
Paddy O'Byrne
Padraic Delaney
Pai Wei
Paige Turco
Paloma Baeza
Pam Dawber
Pam Ferris
Pam Grier
Pam Hobbs
Pamela Adlon
Pamela Anderson
Pamela Blair
Pamela Britton
Pamela Brown
Pamela Franklin
Pamela Gidley
Pamela Hart
Pamela Jean Bryant
Pamela Ludwig
Pamela Reed
Pamela Ross
Pamela Tiffin
Pamela Z
Panio Gianopoulos
Pantea Bahram
Panward Hemmanee
Paola Corazzi
Paola Guidi
Paola Liguori
Paola Pitagora
Paolo Bonacelli
Paolo Malco
Paolo Rotondo
Paolo Stoppa
Paolo Turco
Paolo Villaggio
Paprika Steen
Paraic Nialand
Parambrata Chatterjee
Paris Duprée
Paris Hilton
Parker Posey
Parker Sawyers
Parminder Nagra
Pascal Benezech
Pascal Bongard
Pascal Greggory
Pascal Lamorisse
Pascale Bussières
Pasha Ebrahimi
Pat Ast
Pat Barlow
Pat Boone
Pat Buchanan
Pat Carroll
Pat E. Johnson
Pat Healy
Pat Heywood
Pat Hingle
Pat McCormick
Pat McNamara
Pat Morita
Pat O'Brien
Pat Ryan
Pat Skipper
Pat Slowey
Pat Thomson
Pat Tillman
Patachou
Patcharawan Patarakijjanon
Patric Knowles
Patrice Chéreau
Patrice Donnelly
Patrice Wymore
Patricia Arquette
Patricia Belcher
Patricia Charbonneau
Patricia Clarkson
Patricia Cutts
Patricia Hamilton
Patricia Neal
Patricia Owens
Patricia Quinn
Patricia Rendleman
Patricia Richardson
Patricia Smith
Patricia Tallman
Patricia Wettig
Patrick Bauchau
Patrick Bedford
Patrick Bergin
Patrick Brice
Patrick Cassidy
Patrick Cavanaugh
Patrick Dempsey
Patrick Dewaere
Patrick Field
Patrick Fontana
Patrick Fugit
Patrick Gibson
Patrick Godfrey
Patrick Goyette
Patrick Horgan
Patrick Houser
Patrick Huard
Patrick Joswig
Patrick Kavanagh
Patrick Labyorteaux
Patrick Lowe
Patrick Macnee
Patrick Magee
Patrick Malahide
Patrick McDonald
Patrick McGoohan
Patrick McGuinness
Patrick Mercado
Patrick Mofokeng
Patrick O'Connell
Patrick O'Neal
Patrick Pearson
Patrick Renna
Patrick Seitz
Patrick Shai
Patrick St. Esprit
Patrick Stewart
Patrick Swayze
Patrick Timsit
Patrick Van Horn
Patrick Warburton
Patrick Wayne
Patrick Wilson
Patrick Wymark
Patrick de Ledebur
Patrik Minar
Patrizia Terreno
Patsy Clarke
Patsy Garrett
Patsy Kelly
Patsy Kensit
Patti Austin
Patti D'Arbanville
Patti Hansen
Patti LaBelle
Patti Love
Patti LuPone
Patton Oswalt
Patty Andrews
Patty Duke
Patty McCormack
Patty Mullen
Paul A. Partain
Paul Anderson
Paul Andrews
Paul Angelis
Paul Anka
Paul Anthony
Paul Austin
Paul Bagget
Paul Baker
Paul Bartel
Paul Begala
Paul Ben-Victor
Paul Benedict
Paul Benjamin
Paul Bettany
Paul Birchard
Paul Blackthorne
Paul Boensch III
Paul Bowles
Paul Bown
Paul Brennan
Paul Briganti
Paul Brogren
Paul Burke
Paul Butler
Paul Butterworth
Paul Caesar
Paul Calderon
Paul Carafotes
Paul Cavanagh
Paul Cicero
Paul Collins
Paul Cook
Paul Corning
Paul Cowsill
Paul Dano
Paul Dawson
Paul Dooley
Paul Douglas
Paul F. Tompkins
Paul Frankeur
Paul Freeman
Paul Frees
Paul Giamatti
Paul Glauer
Paul Gleason
Paul Glover
Paul Greco
Paul Gross
Paul Guilfoyle
Paul Haggis
Paul Hampton
Paul Henreid
Paul Herman
Paul Hewitt
Paul Hickey
Paul Hittscher
Paul Hogan
Paul Hubschmid
Paul Hébert
Paul Jerome
Paul Kaye
Paul Kelly
Paul Koslo
Paul L. Nolan
Paul L. Smith
Paul Lazar
Paul Le Mat
Paul LeBlanc
Paul Linke
Paul Lombardi
Paul Lukas
Paul Lynde
Paul Mace
Paul Marco
Paul Mark Elliott
Paul Mazursky
Paul McCartney
Paul McCrane
Paul McGann
Paul Mercurio
Paul Meurisse
Paul Michael Glaser
Paul Miller
Paul Muller
Paul Muni
Paul Nakauchi
Paul Newman
Paul Ollivier
Paul Pavel
Paul Pena
Paul Perey
Paul Perri
Paul Popplewell
Paul Quandt
Paul Reiser
Paul Reubens
Paul Rhys
Paul Robeson
Paul Rodriguez
Paul Rudd
Paul Rust
Paul Sanchez
Paul Sand
Paul Scherrer
Paul Schneider
Paul Scofield
Paul Sedaris
Paul Shaffer
Paul Shenar
Paul Smits
Paul Soles
Paul Sonkkila
Paul Sorvino
Paul Soter
Paul Spence
Paul Stewart
Paul Tibbets
Paul Vincent O'Connor
Paul W.S. Anderson
Paul Walker
Paul Wallace
Paul Wegener
Paul Williams
Paul Winchell
Paul Winfield
Paul Wing
Paul von Hindenburg
Paula Abdul
Paula Braun
Paula E. Sheppard
Paula Garcés
Paula Irvine
Paula Jai Parker
Paula Kelly
Paula Marshall
Paula Patton
Paula Prentiss
Paula Solvak
Paulette Dubost
Paulette Goddard
Paulette Patterson
Paulie Litt
Paulina Porizkova
Pauline Burlet
Pauline Collins
Pauline Lau
Pauline McLynn
Paulo Alves
Paulo Autran
Paulo Costanzo
Pauly Shore
Paulyn Sun
Pavel Liska
Pavel Nový
Pavol Simon
Paz Vega
Paz de la Huerta
Pearl Bailey
Pedro Armendáriz
Pedro Armendáriz Jr.
Pedro Cardoso
Pedro Carmona
Pedro Pascal
Peewee Wilson
Pegah Ahangarani
Peggie Castle
Peggy Ann Garner
Peggy Ashcroft
Peggy Cummins
Peggy Dow
Peggy Lee
Peggy Maurer
Peggy Moran
Pei-Pei Cheng
Peiqi Liu
Peki Andino
Pekka Ahonen
Pelle Hvenegaard
Pelé
Penelope Allen
Penelope Ann Miller
Penelope Milford
Penn Badgley
Penn Jillette
Penny Balfour
Penny Leatherbarrow
Penny Marshall
Penélope Cruz
Pep Tosar
Pepita Emmerichs
Pepón Nieto
Per Egil Aske
Per Ragnar
Per Schaanning
Per-Axel Arosenius
Percy Marmont
Perdita Weeks
Perla Walter
Pernilla Allwin
Perrey Reeves
Perry Anzilotti
Perry Botkin Jr.
Perry King
Perry Lopez
Perry Pirkanen
Persis Khambatta
Peta Wilson
Petchtai Wongkamlao
Pete O'Herne
Pete Postlethwaite
Pete Seeger
Pete Smith
Peter Althin
Peter Andersson
Peter Arnett
Peter Bart
Peter Barton
Peter Behn
Peter Berg
Peter Billingsley
Peter Bonerz
Peter Boyle
Peter Breck
Peter Brocco
Peter Brogle
Peter Bull
Peter Capaldi
Peter Cellier
Peter Chatel
Peter Clayton-Luce
Peter Coe
Peter Cook
Peter Coyote
Peter Cushing
Peter Dante
Peter Diamandis
Peter Dinklage
Peter Djigirr
Peter Dobson
Peter Donat
Peter Dvorsky
Peter Elliott
Peter Facinelli
Peter Falk
Peter Ferdinando
Peter Finch
Peter Firth
Peter Fonda
Peter Frampton
Peter Franzén
Peter Frechette
Peter Friedman
Peter Fält
Peter Gallagher
Peter Gantzler
Peter Gowen
Peter Graves
Peter Greene
Peter Hooten
Peter Horton
Peter Hurley
Peter J. Chaffey
Peter Jackson
Peter Jacobson
Peter Jeffrey
Peter Kay
Peter Krantz
Peter Krause
Peter Kurth
Peter Lawford
Peter Lee Lawrence
Peter Liapis
Peter Lind Hayes
Peter Lindgren
Peter Locke
Peter Lorre
Peter Lukoye
Peter MacNicol
Peter Mamakos
Peter Marquardt
Peter Masterson
Peter McDonald
Peter McRobbie
Peter Meadows
Peter Mullan
Peter O'Neal
Peter O'Toole
Peter Ostrum
Peter Outerbridge
Peter Reznick
Peter Riegert
Peter Robbins
Peter Sallis
Peter Samuel
Peter Sarsgaard
Peter Sellers
Peter Stebbings
Peter Stormare
Peter Strauss
Peter Sunde
Peter Ustinov
Peter Vaughan
Peter Wang
Peter Weller
Peter Wight
Peter Wyngarde
Peter van Eyck
Peter-Henry Arnatsiaq
Petr Cepek
Petr Ratimec
Petronella Barker
Peyman Moaadi
Peyton List
Pfeifer Brown
Phat Trieu Hoang
Pheline Roggan
Phellipe Haagensen
Phil Berle
Phil Buckman
Phil Daniels
Phil Davis
Phil Fish
Phil Fondacaro
Phil Foster
Phil Harris
Phil Hartman
Phil Jackson
Phil Kelly
Phil Kingston
Phil LaMarr
Phil Rubenstein
Phil Silvers
Phil Sparks
Phil Spector
Phil Vischer
Philip A. Patterson
Philip Baker Hall
Philip Bolden
Philip Bosco
Philip Carey
Philip Chan
Philip Dinn
Philip Dore
Philip Dorn
Philip Ettinger
Philip Eytan
Philip Haldiman
Philip Jackson
Philip King
Philip Loch
Philip Martin Brown
Philip Merivale
Philip Seymour Hoffman
Philip Stone
Philip Winchester
Philippe Caubère
Philippe Labro
Philippe Leroy
Philippe Nahon
Philippe Noiret
Philippe Petit
Philippe Torreton
Phillip Abraham
Phillip Adams
Phillip Froehlich
Phillip Glasser
Phillip Klinkner
Phillip Rhee
Phillip Terry
Phoebe Brand
Phoebe Cates
Phoebe Legere
Phylicia Rashad
Phyllida Law
Phyllis Applegate
Phyllis Boyens
Phyllis Brooks
Phyllis Calvert
Phyllis Coates
Phyllis Franklin
Phyllis Kirk
Phyllis Konstam
Phyllis Logan
Phyllis Smith
Pia Glenn
Pier-Gabriel Lajoie
Pierce Brosnan
Pierre Arditi
Pierre Barbaud
Pierre Barouh
Pierre Batcheff
Pierre Boulanger
Pierre Brasseur
Pierre Curzi
Pierre Fresnay
Pierre Lebeau
Pierre Png
Pierre Renoir
Pierre Richard
Pierre Seel
Pierre Tornade
Pierre-Loup Rajot
Pierre-Marie Escourrou
Pierson Fode
Pieter Van Nieuwenhuyze
Pietro Falcone
Pihla Viitala
Pilar López de Ayala
Pilar Padilla
Ping Lam Siu
Ping Ou Wei
Piotr Kozlowski
Piotr Machalica
Pip Torrens
Piper Laurie
Piper Perabo
Pippa Grandison
Piro Milkani
Pitobash
Polly Adams
Polly Bergen
Polly Draper
Polly Moran
Polly Walker
Pollyanna McIntosh
Pollyanna Rose
Pongpat Wachirabunjong
Ponijao
Pooja Chopra
Pooja Hegde
Pope Benedict XVI
Pope John Paul II
Poppy Montgomery
Porter Hall
Porteus Xandau
Portia Doubleday
Powers Boothe
Pras Michel
Predrag 'Miki' Manojlovic
Predrag Bjelac
Predrag Manojlovic
Presley Chweneyagae
Preston Foster
Preston Nyman
Price Carson
Primorata Dejudom
Prince
Priscilla C. Shirer
Priscilla Lane
Priscilla Presley
Priyanka Chopra
Pruitt Taylor Vince
Puff Snooty
Puishan Auyeung
Puja Mohindra
Pumla Gobodo-Madikizela
Pumwaree Yodkamol
Pupella Maggio
Puti Sri Candra Dewi
Putu Dinda Pratika
Pyotr Mamonov
Pärt Uusberg
Pål Sverre Hagen
Péter Kálloy Molnár
Q'orianka Kilcher
Qi Lü
Qi Shu
Quancetia Hamilton
Quang Hai Ngo
Queen Latifah
Queen Nunn
Quentin Crisp
Quentin Grosset
Quentin Tarantino
Quim Gutiérrez
Quincy Jones
Quinn Cummings
Quinn Hunchar
Quinn K. Redeker
Quinn Lord
Quinton 'Rampage' Jackson
Quinton Aaron
Quvenzhané Wallis
R. Lee Ermey
R.A. Mihailoff
R.D. Call
R.D. Reid
R.G. Armstrong
R.J. Enriquez
RJ Cyler
RJ Hermes
RZA
Raad Rawi
Rab Affleck
Rabbe Smedlund
Rachael Blake
Rachael Crawford
Rachael Harris
Rachael Leigh Cook
Rachael Lillis
Rachael Nastassja Kraft
Rachael Taylor
Rachel Anton
Rachel Bilson
Rachel Blais
Rachel Blanchard
Rachel Duncan
Rachel Griffiths
Rachel Hendrix
Rachel Howe
Rachel Hurd-Wood
Rachel Kempson
Rachel McAdams
Rachel McLish
Rachel Melvin
Rachel Miner
Rachel Nichols
Rachel Roberts
Rachel Shelley
Rachel Ticotin
Rachel True
Rachel Ward
Rachel Weisz
Rachel Wood
Rachida Brakni
Rade Serbedzija
Radha Mitchell
Radner Muratov
Rae Dawn Chong
Rae'Ven Kelly
Raf Vallone
Rafael Cortes
Raffaella Bánsági
Raffaella Carrà
Raffaëla Anderson
Raffey Cassidy
Rafi Gavron
Raghuvir Yadav
Rahul Dev
Rain
Rainer Werner Fassbinder
Raini Rodriguez
Rainn Wilson
Rajendranath Zutshi
Rajesh Vivek
Rakim Mayers
Ralph Arlyck
Ralph Bellamy
Ralph Brown
Ralph Cotterill
Ralph Eggleston
Ralph Fiennes
Ralph Ineson
Ralph Irizarry
Ralph James
Ralph Lucas
Ralph Macchio
Ralph Meeker
Ralph Molina
Ralph Nader
Ralph Richardson
Ralph Waite
Ram Dass
Ramanjeet Kaur
Ramey Ellis
Rami Doueiri
Rami Malek
Ramiro Rodriguez
Ramon Bieri
Ramon Novarro
Ramon O. Torres
Ramon Rodriguez
Ramon Tikaram
Ramsay Ames
Ramsey Krull
Ramón Barea
Ranbir Kapoor
Rand Bridges
Randall Adams
Randall Batinkoff
Randall Park
Randee Allen
Randolph Braham
Randolph Scott
Randy Austin
Randy Becker
Randy Blythe
Randy Brooks
Randy Harrison
Randy Jones
Randy King
Randy Little
Randy Norton
Randy Powell
Randy Quaid
Randy Stuart
Randy Travis
Ranveer Singh
Raoul Bova
Raoul Lévy
Raphael Fejtö
Raphael Sbarge
Rapulana Seiphemo
Raquel Alessi
Raquel Beaudene
Raquel Gardner
Raquel Welch
Ras Daniel Hartman
Rashaan Nall
Rashida Jones
Rasila Schroeder
Rasim Öztekin
Rasmus Hardiker
Raul A. Reyes
Raul Cortez
Raul Julia
Raul Schnoor
Rauno Juvonen
Raven Goodwin
Raven Snow
Raven-Symoné
Rawiri Paratene
Rawle D. Lewis
Ray Allen
Ray Anthony
Ray Baker
Ray Barlow
Ray Barrett
Ray Bolger
Ray Charleson
Ray Cooper
Ray Galletti
Ray LePere
Ray Liotta
Ray McAnally
Ray Milland
Ray Monge
Ray Nagin
Ray Park
Ray Ramirez
Ray Rogers
Ray Romano
Ray Sharkey
Ray Simpson
Ray Stevenson
Ray Thompson
Ray Van Ness III
Ray Walston
Ray Winstone
Ray Wise
Raymond A. Mendez
Raymond Bouchard
Raymond Briggs
Raymond Burr
Raymond Campbell
Raymond Cordy
Raymond Cruz
Raymond Hatton
Raymond J. Barry
Raymond Lovell
Raymond Martos
Raymond Massey
Raymond Mearns
Raymond Santana
Raymond Walburn
Raúl Eguren
Raúl García
Reanna
Reathel Bean
Reb Brown
Rebecca Bloom
Rebecca Budig
Rebecca Creskoff
Rebecca De Mornay
Rebecca Ferguson
Rebecca Forstadt
Rebecca Gayheart
Rebecca Gibney
Rebecca Griffiths
Rebecca Hall
Rebecca Moore
Rebecca Nelson
Rebecca Pauly
Rebecca Pidgeon
Rebecca Romijn
Rebecca Tilney
Rebecca Williams
Rebecka Liljeberg
Rebekah Johnson
Rebel Penfold-Russell
Rebel Wilson
Red Buttons
Red Steagall
Reda Kateb
Redd Foxx
Redman
Reece Dinsdale
Reem Abdullah
Reese Mishler
Reese Witherspoon
Reeve Brenner
Reeve Carney
Reg E. Cathey
Reggie Bannister
Reggie Nalder
Reggie Watts
Regina Hall
Regina King
Regina Torné
Reginald Denny
Reginald Gardiner
Reginald Hudlin
Reginald Owen
Reginald VelJohnson
Rei Sakuma
Reiko Aylesworth
Reiko Dan
Reiko Fujiwara
Reiko Kataoka
Reilly Murphy
Reina King
Reinhard Heydrich
Reinhold Schünzel
Reino Tolvanen
Reizaburô Yamamoto
Reizl Bozyk
Rekha Sharma
Remo Girone
Remy Ryan
Ren Ohsugi
Rena Owen
Rena Sofer
Renato Berta
Renato Salvatori
Renato Scarpa
Renaud
Rene Auberjonois
Rene Bitorajac
Rene Ceballos
Rene Russo
Renee Faia
Renee Jewell
Renee Leblanc
Renee Patrick
Renee Victor
Reni Pittaki
Reni Santoni
Renji Ishibashi
Renoly Santiago
Rentarô Mikuni
Renying Zhou
Renzo Cesana
René Cleitman
René Enríquez
René Hofschneider
Renée Le Calm
Renée O'Connor
Renée Taylor
Renée Zellweger
Reva Rose
Reverend Gadget
Rex Allen
Rex Everhart
Rex Harrison
Rex Reason
Rhea Perlman
Rhett Giles
Rhiannon Leigh Wryn
Rhona Mitra
Rhonda Britton
Rhonda Fleming
Rhys Ifans
Riaad Moosa
Ric Young
Rica Matsumoto
Ricardo Bartis
Ricardo Cortez
Ricardo Darín
Ricardo Montalban
Riccardo Billi
Riccardo Cucciolla
Riccardo Salvino
Riccardo Scamarcio
Rich Cooper
Rich Little
Rich Sommer
Richard 'Pistol' Allen
Richard Alan Baker
Richard Anderson
Richard Arlen
Richard Arlook
Richard Armitage
Richard Attenborough
Richard Ayoade
Richard Barthelmess
Richard Basehart
Richard Bellos
Richard Belzer
Richard Benjamin
Richard Beymer
Richard Biggs
Richard Boes
Richard Bohringer
Richard Boone
Richard Bradford
Richard Brenneman
Richard Briers
Richard Brooker
Richard Brooks
Richard Bull
Richard Burgi
Richard Burton
Richard Carlson
Richard Chaim
Richard Chamberlain
Richard Conte
Richard Conti
Richard Courcet
Richard Cowan
Richard Cowsill
Richard Cox
Richard Crenna
Richard D. Fisher Jr.
Richard DeDomenico
Richard DeManincor
Richard Deacon
Richard Denning
Richard Dix
Richard Donat
Richard Dreyfuss
Richard Durden
Richard Dysart
Richard E. Grant
Richard Ebeling
Richard Edson
Richard Egan
Richard Epcar
Richard Eyer
Richard Farnsworth
Richard Feigen
Richard Feynman
Richard Foronjy
Richard Fraser
Richard Ganoung
Richard Gant
Richard George
Richard Gere
Richard Gilliland
Richard Graham
Richard Greene
Richard Griffiths
Richard H. Glanton
Richard Harmon
Richard Harris
Richard Hawking
Richard Haydn
Richard Hillman
Richard Hunt
Richard Ingram
Richard Jaeckel
Richard Jenkins
Richard Johnson
Richard Jordan
Richard Kiel
Richard Kiley
Richard Kind
Richard Lewis
Richard Lewis Warren
Richard Lexsee
Richard Libertini
Richard Linklater
Richard Lobb
Richard Long
Richard Lynch
Richard M. Stallman
Richard Macklin
Richard Madden
Richard Manuel
Richard Marcus
Richard Masur
Richard McCabe
Richard Moll
Richard Mulligan
Richard Nixon
Richard Norton
Richard O'Barry
Richard O'Brien
Richard Pace
Richard Panebianco
Richard Partlow
Richard Portnow
Richard Pryor
Richard Riddell
Richard Ridings
Richard Riehle
Richard Romanus
Richard Roundtree
Richard Roxburgh
Richard Ruccolo
Richard Rutowski
Richard S. Castellano
Richard Schiff
Richard Spore
Richard Strange
Richard Stratton
Richard T. Jones
Richard Thomas
Richard Todd
Richard Travis
Richard Troxell
Richard Tyson
Richard Warwick
Richard Wattis
Richard Whorf
Richard Widmark
Richard Wilson
Richie Allan
Richie Havens
Richy Müller
Rick Aviles
Rick Collins
Rick Danko
Rick Dean
Rick Derby
Rick DiAngelo
Rick Ducommun
Rick Forrester
Rick Giovinazzo
Rick Gonzalez
Rick Hall
Rick Hearst
Rick Moranis
Rick Okon
Rick Poynor
Rick Rosas
Rick Rossovich
Rick Springfield
Rick Zumwalt
Ricki Lake
Rickie Sorensen
Ricky Adelayitor
Ricky Gervais
Ricky Grover
Ricky Harris
Ricky Jay
Ricky Nelson
Ricky Paull Goldin
Ricky Schroder
Rico Bueno
Rider Strong
Rie Miyazawa
Rihanna
Riisa Naka
Rik Mayall
Riki Takeuchi
Rila Fukushima
Riley Thomas Stewart
Rima Te Wiata
Ringo Starr
Rinko Kikuchi
Rinsly Weerarathne
Rio Kanno
Rip Torn
Rishi Kapoor
Rita Cortese
Rita Hayworth
Rita Johnson
Rita Karin
Rita Macedo
Rita Maiden
Rita Marley
Rita May
Rita Moreno
Rita Wilson
Ritch Brinkley
Ritchie Allen
Ritchie Coster
River Phoenix
Riyoko Ikeda
Riz Abbasi
Riz Ahmed
Rob Beckwermert
Rob Brown
Rob Brydon
Rob Corddry
Rob Huebel
Rob LaBelle
Rob Lowe
Rob Maxey
Rob Mayes
Rob Morrow
Rob Nelson
Rob Reiner
Rob Riggle
Rob Schneider
Rob Sowulski
Rob Tinkler
Robb Wells
Robbi Morgan
Robbie Amell
Robbie Coltrane
Robbie Robertson
Robby Benson
Robby Kiger
Robert 'Wingnut' Weaver
Robert Altman
Robert Apisa
Robert Arkins
Robert Armstrong
Robert Arthur
Robert August
Robert Ayres
Robert Bailey Jr.
Robert Balfanz
Robert Bathurst
Robert Beatty
Robert Beltran
Robert Ben Garant
Robert Benchley
Robert Benz
Robert Best
Robert Blake
Robert C. Miranda
Robert C.S. Downs
Robert Capron
Robert Carlyle
Robert Carradine
Robert Clotworthy
Robert Coote
Robert Cornthwaite
Robert Cray
Robert Crumb
Robert Culp
Robert Cummings
Robert Curtis Brown
Robert Davi
Robert De Niro
Robert Deacon
Robert Donat
Robert Douglas
Robert Downey Jr.
Robert Durst
Robert Duvall
Robert Easton
Robert Englund
Robert Evans
Robert Forster
Robert Fortier
Robert Foxworth
Robert Frazer
Robert Fyfe
Robert Ginty
Robert Glaudini
Robert Gore
Robert Goulet
Robert Guillaume
Robert Gustafsson
Robert Harden
Robert Harron
Robert Helpmann
Robert Hoffman
Robert Hossein
Robert Hunger-Bühler
Robert Ivers
Robert J. Steinmiller Jr.
Robert Jacks
Robert Jan Van Pelt
Robert Jezek
Robert John Burke
Robert Joy
Robert Keith
