'Weird Al' Yankovic
2008
2009
2012
2013
50 Cent
Jack Elliott
Jack Good
Jack Hawkins
Jack Hedley
Jack Holt
Jack Huston
Jack Jaikol Situn
Jack Kehler
Jack Kehoe
Jack Kelly
Jack Klugman
Jack Kruschen
Jack Lemmon
Jack Lord
Jack MacGowran
Jack McBrayer
Jack McElhone
Jack McGee
Jack Nance
Jack Nicholson
Jack O'Connell
Jack Oakie
Jack Palance
Jack Plotnick
Jack Quaid
Jack Rebney
Jack Taylor
Jack Thibeau
Jack Thompson
Jack Wallace
Jack Warden
Jack Weston
Jack White
Jacki Weaver
Jackie Burroughs
Jackie Chan
Jackie Coogan
Jackie Cooper
Jackie Earle Haley
Jackie Gleason
Jackie Guerra
Jackie Johnson
Jackie Joseph
Jackie Sandler
Jackson Bond
Jackson Liu
Jackson Nicoll
Jackson Rathbone
Jackson Wurth
Jacky Cheung
Jaclyn Smith
Jacob Appelbaum
Jacob Lofland
Jacob Pitts
Jacob Reynolds
Jacob Sewell
Jacob Stringer
Jacob Vargas
Jacobo Arbenz
Jacqueline Arenal
Jacqueline Bassett
Jacqueline Bisset
Jacqueline McKenzie
Jacqueline Obradors
Jacqueline Pearce
Jacqueline Poelvoorde-Pappaert
Jacqueline Scott
Jacqueline Tong
Jacqueline White
Jacquelyn Hyde
Jacques Gagnon
Jacques Gamblin
Jacques Ledoux
Jacques Marin
Jacques Nolot
Jacques Perrin
Jacques Tati
Jacques Viala
Jacques Villeret
Jacques Weber
Jacy King
Jada Pinkett Smith
Jaden Smith
Jadrien Steele
Jae Head
Jae Mamuyac
Jae-ho Song
Jae-hyeon Jo
Jae-kyeong Seo
Jag Sanghera
Jai Courtney
Jaime Gaviria Gómez
Jaime King
Jaime Pressly
Jaime Sánchez
Jaime Tirelli
Jaime Winstone
Jaime de Hoyos
Jake Abel
Jake Andolina
Jake Busey
Jake D'Arcy
Jake Gyllenhaal
Jake Hames
Jake Johnson
Jake Lloyd
Jake Miller
Jake Ryan
Jake Sandvig
Jake T. Austin
Jake Thomas
Jake Weber
Jamahl Garrison-Lowe
Jamal Al Gashey
Jamal Udin Torabi
James Acheson
James Anderson
James Argiro
James Arness
James Arnold Taylor
James Aubrey
James B. Douglas
James Badge Dale
James Baker
James Baker III
James Baskett
James Best
James Blackwell
James Blood Ulmer
James Bolam
James Booth
James Brolin
James Brown
James Brown III
James Buckley
James Bullard
James Buller
James Caan
James Cagney
James Carpinello
James Carville
James Coburn
James Coco
James Corden
James Cosmo
James Costa
James Cromwell
James D'Arcy
James DeBello
James Dean
James Denton
James Donald
James Doohan
James Dunn
James Duval
James Earl Jones
James Eckhouse
James Ellison
James Faulkner
James Fleet
James Fox
James Frain
James Franciscus
James Franco
James Fraser
James Frecheville
James Gammon
James Gandolfini
James Garner
James Gleason
James Gregory
James Hampton
James Hetfield
James Hong
James Karen
James Keach
James Keane
James Landry Hébert
James Larkin
James Laurenson
James Le Gros
James MacArthur
James Madio
James Marsden
James Marshall
James Mason
James McAvoy
James McIntyre
James McKechnie
James Nesbitt
James Olson
James Parks
James Paxton
James Ransone
James Ray
James Rebhorn
James Remar
James Robinson
James Rolleston
James Russo
James Sikking
James Sloyan
James Spader
James Spinks
James Stephenson
James Stewart
James Tarpey
James Taylor
James Tien
James Urbaniak
James Van Der Beek
James Whitmore
James Wilby
James Williams
James Wong
James Woods
Jameson Parker
Jami Gertz
Jamie Bamber
Jamie Bell
Jamie Campbell Bower
Jamie Chung
Jamie Dornan
Jamie Draven
Jamie Foreman
Jamie Foxx
Jamie Kennedy
Jamie Lee Curtis
Jamie Renée Smith
Jamie Sives
Jamie Smith
Jamyang Lodro
Jan Carson
Jan Cornet
Jan Decleir
Jan Gan Boyd
Jan Hartl
Jan Hockey
Jan Josef Liefers
Jan Miner
Jan Munroe
Jan Rubes
Jan Shepard
Jan Skorzewski
Jan Sterling
Jan Stuart Schwartz
Jan Tesarz
Jan Tríska
Jan Vostrcil
Jan-Gregor Kremp
Jana Banker
Jana Hrabetova
Janaya Stephens
Jane Adams
Jane Alexander
Jane Asher
Jane Birkin
Jane Curtin
Jane Darwell
Jane Fonda
Jane Galloway Heitz
Jane Greer
Jane Horrocks
Jane Jensen
Jane Krakowski
Jane Leeves
Jane Lynch
Jane March
Jane Marken
Jane Pfitsch
Jane Powell
Jane Randolph
Jane Russell
Jane Seymour
Jane Wheeler
Jane Wyatt
Jane Wyman
Janeane Garofalo
Janel Moloney
Janel Parrish
Janelle Brady
Janet Bartley
Janet Gaynor
Janet Gunn
Janet Humphrey
Janet Jackson
Janet Leigh
Janet Margolin
Janet McTeer
Janet Munro
Janet Shular
Janet Suzman
Janette Scott
Jang Lee Hwang
Janice Rule
Janine Darcey
Janine Turner
Janis Paige
Janne Hyytiäinen
Janny Brandes-Brilslijper
January Jones
Janus Blythe
Janusz Gajos
Jared Harris
Jared Leto
Jared Padalecki
Jared Pfennigwerth
Jarl Kulle
Jarlath Conroy
Jaroslav Dusek
Jaroslava Adamová
Jaroslava Kretschmerová
Jarred Rumbold
Jascha Washington
Jase Blankfort
Jasen Fisher
Jasmine Trinca
Jasmine Woods
Jason Alexander
Jason Andrews
Jason Barry
Jason Bateman
Jason Beghe
Jason Behr
Jason Biggs
Jason Boyd
Jason Clarke
Jason Cope
Jason David Frank
Jason Dohring
Jason Earles
Jason Evers
Jason Flemyng
Jason Fricchione
Jason Gedrick
Jason Hogan
Jason Isaacs
Jason James Richter
Jason Lee
Jason Liebrecht
Jason Lively
Jason London
Jason Marsden
Jason Mewes
Jason Miller
Jason Patric
Jason Raize
Jason Ritter
Jason Robards
Jason Schwartzman
Jason Scott Lee
Jason Segel
Jason Spevack
Jason Statham
Jason Sudeikis
Jason Yachanin
Jasper Levine
Jasper Newell
Jasper Polish
Jasper Pääkkönen
Jassy Marie
Javed Jaffrey
Javier Bardem
Javier Cámara
Javier De Pietro
Javier Drolas
Javorn Drummond
Jay Adams
Jay Asevedo
Jay Baker
Jay Baruchel
Jay Bowen
Jay Brazeau
Jay C. Flippen
Jay Chou
Jay Goede
Jay Hernandez
Jay Laga'aia
Jay Leno
Jay London
Jay Mohr
Jay Paulson
Jay Thomas
Jay Underwood
Jayce Bartok
Jaye Davidson
Jayma Mays
Jayne Atkinson
Je-mun Yun
Jean Ainslie
Jean Arthur
Jean Badin
Jean Brooks
Jean Caffeine
Jean Carmet
Jean Carson
Jean Clottes
Jean Dasté
Jean Debucourt
Jean Desailly
Jean Dixon
Jean Duceppe
Jean Dujardin
Jean François Heckel
Jean Gabin
Jean Gaven
Jean Hagen
Jean Harlow
Jean Hersholt
Jean Heywood
Jean Lenauer
Jean Louisa Kelly
Jean Marais
Jean Marsh
Jean Martin
Jean Négroni
Jean Peters
Jean Pierre Noher
Jean Poiret
Jean Pélégri
Jean Reno
Jean Rochefort
Jean Seberg
Jean Servais
Jean Simmons
Jean Smart
Jean Sorel
Jean Topart
Jean Valmont
Jean Wang
Jean Yanne
Jean-Baptiste Tabourin
Jean-Claude Adelin
Jean-Claude Brialy
Jean-Claude Carrière
Jean-Claude Donda
Jean-Claude Dreyfus
Jean-Claude Guilbert
Jean-Claude Van Damme
Jean-François Perrier
Jean-Hugues Anglade
Jean-Louis Barrault
Jean-Louis Blondeau
Jean-Louis Perletti
Jean-Louis Trintignant
Jean-Luc Bilodeau
Jean-Marc Barr
Jean-Marie Lamour
Jean-Marie Lhomme
Jean-Michel Geneste
Jean-Paul Belmondo
Jean-Paul Bonnaire
Jean-Philippe Écoffey
Jean-Pierre Bacri
Jean-Pierre Cargol
Jean-Pierre Cassel
Jean-Pierre Lorit
Jean-Pierre Léaud
Jean-Pierre Marielle
Jean-Pierre Zola
Jeanette Hain
Jeanne Bates
Jeanne Crain
Jeanne Moreau
Jeanne Tripplehorn
Jeannie Berlin
Jeannine Riley
Jeannine Taylor
Jeb Stuart Adams
Jed Rees
JeeJa Yanin
Jeff Ament
Jeff Anderson
Jeff Beck
Jeff Bennett
Jeff Bridges
Jeff Chase
Jeff Cohen
Jeff Conaway
Jeff Corey
Jeff Daniels
Jeff Davis
Jeff East
Jeff Fahey
Jeff Foxworthy
Jeff Garlin
Jeff Geddis
Jeff Goldblum
Jeff Harding
Jeff Kahn
Jeff Lima
Jeff Mazzola
Jeff Richards
Jeff York
Jefferson Mays
Jeffery Roberson
Jeffrey Combs
Jeffrey DeMunn
Jeffrey Dean Morgan
Jeffrey Donovan
Jeffrey Falcon
Jeffrey Garcia
Jeffrey Hunter
Jeffrey Jones
Jeffrey Kime
Jeffrey Kramer
Jeffrey Nordling
Jeffrey Tambor
Jeffrey Thomas
Jeffrey Wright
Jeh Wadia
Jelena Gavrilovic
Jemaine Clement
Jemima West
Jen Bluestein
Jena Malone
Jeni Courtney
Jenica Bergere
Jenifer Lewis
Jenn Proske
Jenna Boyd
Jenna Coleman
Jenna Dewan Tatum
Jenna Elfman
Jenna Fischer
Jenna Stern
Jennie Linden
Jennifer Aniston
Jennifer Babtist
Jennifer Balgobin
Jennifer Banko
Jennifer Batter
Jennifer Beals
Jennifer Carpenter
Jennifer Clay
Jennifer Connelly
Jennifer Cooke
Jennifer Coolidge
Jennifer Drake
Jennifer Ehle
Jennifer Esposito
Jennifer Garner
Jennifer Grey
Jennifer Jason Leigh
Jennifer Jones
Jennifer Lawrence
Jennifer Lien
Jennifer Lopez
Jennifer Love Hewitt
Jennifer Lowry
Jennifer Morrison
Jennifer O'Neill
Jennifer Prior
Jennifer Rubin
Jennifer Salt
Jennifer Saunders
Jennifer Tilly
Jennifer Ulrich
Jennifer Warren
Jennifer Westfeldt
Jenny Agutter
Jenny Howe
Jenny Laird
Jenny Lewis
Jenny McCarthy
Jenny O'Hara
Jenny Runacre
Jenny Shimizu
Jenny Slate
Jenny Wright
Jens Albinus
Jensen Ackles
Jeong-ho Choi
Jeong-hwa Eom
Jeremie Campbell
Jeremy Cooper
Jeremy Crutchley
Jeremy Davies
Jeremy Foley
Jeremy Irons
Jeremy Irvine
Jeremy Jordan
Jeremy Kemp
Jeremy London
Jeremy Madrona
Jeremy McWilliams
Jeremy Northam
Jeremy Owen
Jeremy Piven
Jeremy Renner
Jeremy Robson
Jeremy Sisto
Jeremy Slate
Jeremy Spenser
Jeremy Suarez
Jeremy Sumpter
Jeremy Swift
Jeremy Theobald
Jeremy W. Auman
Jerod Mixon
Jeroen Krabbé
Jerry Adler
Jerry Bo Yu Chen
Jerry Daugirda
Jerry Desmonde
Jerry Doyle
Jerry Hardin
Jerry Houser
Jerry Jarrett
Jerry Lacy
Jerry Levine
Jerry Lewis
Jerry Mayer
Jerry Nelson
Jerry O'Connell
Jerry Orbach
Jerry Reed
Jerry Seinfeld
Jerry Stiller
Jerry Swindall
Jerzy Gudejko
Jerzy Kosinski
Jerzy Skolimowski
Jerzy Stuhr
Jerzy Trela
Jesdaporn Pholdee
Jesper Asholt
Jesper Christensen
Jess Hahn
Jess Weixler
Jessalyn Gilsig
Jesse Borrego
Jesse Bradford
Jesse Camacho
Jesse Corti
Jesse Eisenberg
Jesse Helms
Jesse Jackson
Jesse James
Jesse L. Martin
Jesse Metcalfe
Jesse Moss
Jesse Vint
Jesse Welles
Jessica Alba
Jessica Biel
Jessica Brown Findlay
Jessica Campbell
Jessica Carlson
Jessica Chastain
Jessica Dragonette
Jessica Duffy
Jessica Harper
Jessica Hynes
Jessica Kirschner
Jessica Lange
Jessica Lee
Jessica Lucas
Jessica Lundy
Jessica McNamee
Jessica Paré
Jessica Simpson
Jessica St. Clair
Jessica Steen
Jessica Stroup
Jessica Szohr
Jessica Tandy
Jessica Tuck
Jessica Tyler Brown
Jessica Walling
Jessica Walter
Jessie Kamm
Jessie Robins
Jessie Royce Landis
Jessy Schram
Jet Li
Jhil McEntyre
Ji-Eun Lim
Ji-hyun Jun
Ji-tae Yu
Ji-won Ha
Jill Bennett
Jill Clayburgh
Jill Ireland
Jill Scott
Jill St. John
Jill Teed
Jill Wagner
Jill Whitlow
Jim Backus
Jim Belushi
Jim Breuer
Jim Broadbent
Jim Brown
Jim Carrey
Jim Carter
Jim Caviezel
Jim Conroy
Jim Cummings
Jim Dale
Jim Dunk
Jim Farley
Jim France
Jim Gaffigan
Jim Haynie
Jim Henson
Jim Hutton
Jim Kelly
Jim Lampley
Jim Lange
Jim Lovell
Jim Mallon
Jim McManus
Jim Metzler
Jim Moody
Jim Moret
Jim Norton
Jim Parrack
Jim Robinson
Jim Siedow
Jim Sturgess
Jim True-Frost
Jim Varney
Jim Wilkey
Jimi Mistry
Jimmie F. Skaggs
Jimmy Barnatán
Jimmy Bennett
Jimmy Cliff
Jimmy Fallon
Jimmy Nail
Jimmy Page
Jimmy Reddington
Jimmy Smits
Jimmy Somerville
Jimmy Yuill
Jin-mo Ju
Jinda Duangtoy
Jingwu Ma
Jinpachi Nezu
Jitsuko Yoshimura
Jo Hartley
Jo Marr
Jo Morrow
Jo Prestia
Jo Van Fleet
JoBeth Williams
Joachim Cooder
Joachim Król
Joan Allen
Joan Baez
Joan Bennett
Joan Blondell
Joan Chen
Joan Crawford
Joan Cusack
Joan Fontaine
Joan Greenwood
Joan Hackett
Joan Leslie
Joan Lunden
Joan O'Brien
Joan Plowright
Joan Rivers
Joan Severance
Joan Staley
Joan Weldon
Joanna 'JoJo' Levesque
Joanna Cassidy
Joanna Chilcoat
Joanna Gleason
Joanna Going
Joanna Lumley
Joanna Newsom
Joanna Pacula
Joanna Vanderham
Joanne Dru
Joanne Samuel
Joanne Whalley
Joanne Woodward
Joaquim de Almeida
Joaquin Phoenix
Jobyna Ralston
Jocelin Donahue
Jocelyn Brando
Jocelyn Pickett
Jochen Nickel
Jodelle Ferland
Jodhi May
Jodi Benson
Jodi Long
Jodie Foster
Jodie Whittaker
Joe Alaskey
Joe Anderson
Joe Barresi
Joe Belcher
Joe Benoit
Joe Biden
Joe Bishop
Joe Breen
Joe Cairo
Joe Dallesandro
Joe Don Baker
Joe E. Brown
Joe Flynn
Joe Goossen
Joe Jonas
Joe Keaton
Joe Mantegna
Joe Mantell
Joe Morton
Joe Nunez
Joe Pantoliano
Joe Payne
Joe Perry
Joe Pesci
Joe Piscopo
Joe Roberts
Joe Romersa
Joe Sawyer
Joe Silver
Joe Simpson
Joe Spinell
Joe Strummer
Joe Swanberg
Joe Taslim
Joe Thomas
Joe Vitale
Joe Viterelli
Joe Wagner
Joel Courtney
Joel Edgerton
Joel Gion
Joel Gretsch
Joel Grey
Joel Kinnaman
Joel Marsh Garland
Joel McCrea
Joel McHale
Joel McKinnon Miller
Joel Murray
Joel Tobeck
Joel Virgel
Joely Fisher
Joely Richardson
Joey Cramer
Joey Kern
Joey Krajcar
Joey Lauren Adams
Joey Lawrence
Joey Santiago
Joey Slotnick
Joey Travolta
Joey Wang
Johan Heldenbergh
Johan Liljemark
Johanna Mørck
Johanna Rönnlöf
Johanna Wokalek
Johanna ter Steege
Johanne-Marie Tremblay
Johannes Kuhnke
John Aaron
John Agar
John Alderton
John Ales
John Alexander
John Altamura
John Amos
John Amplas
John Ashcroft
John Ashton
John Assaraf
John Astin
John Bach
John Baker
John Barrymore
John Beard
John Beasley
John Beck
John Beckman
John Belushi
John Benjamin Hickey
John Bennett
John Bilezikjian
John Billingsley
John Bird
John Blackborow
John Blundell
John Bolen
John Boles
John Bonham
John Bott
John Boyega
John Britton
John Buchan
John Buckwalter
John C. McGinley
John C. Ojwang
John C. Reilly
John Cameron Mitchell
John Canada Terrell
John Candy
John Carradine
John Carroll
John Carroll Lynch
John Cassavetes
John Cassisi
John Castle
John Cazale
John Cho
John Cleese
John Clive
John Colicos
John Collin
John Corbett
John Corcoran
John Cusack
John D'Aquino
John D'Leo
John D. LeMay
John Dall
John Dean
John Denver
John Derek
John DiMaggio
John Doman
John Dossett
John Drainie
John Fiedler
John Flaus
John Forsythe
John Franklin
John Fraser
John Furey
John G. Avildsen
John Gallagher Jr.
John Garfield
John Gavin
John Getz
John Gielgud
John Gilbert
John Glover
John Goodman
John Gordon Sinclair
John Hallam
John Hannah
John Hargrove
John Harkins
John Harrington Bland
John Hawkes
John Haycraft
John Heard
John Henry Cox
John Hensley
John Hillerman
John Hines
John Hodiak
John Hollingworth
John Houseman
John Howard
John Howard Davies
John Hurt
John Huston
John Ireland
John Jarratt
John Kahrs
John Kani
John Kapelos
John Kassir
John Kerr
John Krasinski
John Larch
John Larroquette
John Laurie
John Lazar
John Le Mesurier
John Leguizamo
John Lennon
John Lithgow
John Livingston
John Lloyd Fillingham
John Loder
John Lodge
John Lone
John Longden
John Louie
John Lurie
John Lynch
John MacKay
John Mahoney
John Malkovich
John Maloof
John Marley
John Matshikiza
John Matthews
John McConnell
John McCurry
John McEnery
John McGiver
John McMartin
John Megna
John Meillon
John Michael Higgins
John Milius
John Mills
John Neville
John Nolan
John O'Leary
John Omirah Miluwi
John Ortiz
John Osborne
John Otrin
John P. Ryan
John Pankow
John Patrick Amedori
John Patrick Beirne
John Paul Pitoc
John Payne
John Phillip Law
John Phillips
John Pyper-Ferguson
John Qualen
John Randolph
John Renshaw
John Reynolds
John Rhys-Davies
John Richardson
John Ridgely
John Ritter
John Robinson
John Roselius
John Ross Bowie
John Savage
John Saxon
John Schuck
John Sharian
John Shea
John Simm
John Slattery
John Spencer
John Standing
John Steadman
John Stockwell
John T. Bone
John Thomson
John Tormey
John Travolta
John Turturro
John Ventimiglia
John Vernon
John Warnaby
John Waters
John Wayne
John Wesley Shipp
John Westbrook
John White
John Williams
John Wood
John Wray
Johnathon Schaech
Johnny A. Sanchez
Johnny Counterfit
Johnny Depp
Johnny Galecki
Johnny Knoxville
Johnny Lewis
Johnny Morina
Johnny Simmons
Johnny Yong Bosch
Joie Lee
Jolanta Umecka
Jolene Andersen
Jolene Blalock
Jon Bernthal
Jon Bon Jovi
Jon Cryer
Jon Daly
Jon Favreau
Jon Finch
Jon Foo
Jon Gries
Jon Hamm
Jon Heder
Jon Kohler
Jon Lewis
Jon Lovitz
Jon Polito
Jon Prescott
Jon Roberts
Jon Seda
Jon Stewart
Jon Tenney
Jon Thor Birgisson
Jon Voight
Jon Walmsley
Jonah Blechman
Jonah Bobo
Jonah Hill
Jonah Meyerson
Jonas Abry
Jonas Jägermeyr
Jonas Rimeika
Jonathan Alpert
Jonathan Alter
Jonathan Baumbach
Jonathan Bennett
Jonathan Blow
Jonathan Boulden
Jonathan Bowater
Jonathan Brandis
Jonathan Breck
Jonathan Brewer
Jonathan Caouette
Jonathan Chan-Pensley
Jonathan Cherry
Jonathan Crosby
Jonathan Daniel Brown
Jonathan Firth
Jonathan Frakes
Jonathan Freeman
Jonathan Groff
Jonathan Haagensen
Jonathan Hadary
Jonathan Haze
Jonathan Hyde
Jonathan Jackson
Jonathan Ke Quan
Jonathan Lampinen
Jonathan Lipnicki
Jonathan Penner
Jonathan Pryce
Jonathan Race
Jonathan Rhys Meyers
Jonathan Roumie
Jonathan Safran Foer
Jonathan Silverman
Jonathan Stark
Jonathan Taylor Thomas
Jonathan Tiersten
Jonathan Tucker
Jonathan Ward
Jonno Davies
Jonny Brugh
Jonny Coyne
Jonny Lee Miller
Jonny Weston
Joon Lee
Joonas Saartamo
Jordan Carlos
Jordan Christian Hearn
Jordan Fry
Jordan Garrett
Jordan Ladd
Jordan Maxwell
Jordan Nagai
Jordan Routledge
Jordan Warkol
Jordana Brewster
Jordi Mollà
Jordin Sparks
Jorge Arenivar
Jorge D'Elía
Jorge Perugorría
Jorge-Yamam Serrano
Jorma Taccone
Jorma Tommila
Jose Pablo Cantillo
Josef Altin
Josef Bierbichler
Josef Köstlinger
Josef Sebánek
Josef Sommer
Josef Valnoha
Joseph A. Carpenter
Joseph Badalucco Jr.
Joseph Bennett
Joseph Blaire
Joseph Bologna
Joseph Bottoms
Joseph Cali
Joseph Calleia
Joseph Cawthorn
Joseph Chan
Joseph Cotten
Joseph Cross
Joseph Fiennes
Joseph Gilgun
Joseph Goebbels
Joseph Gordon-Levitt
Joseph Latimore
Joseph Maher
Joseph Mascolo
Joseph Mazzello
Joseph Melito
Joseph Pilato
Joseph Ruskin
Joseph Schildkraut
Joseph Siravo
Joseph Walsh
Joseph Wiseman
Josephine Hull
Josephine Siao
Josette Day
Josette Simon
Josh Albee
Josh Bolt
Josh Brolin
Josh Charles
Josh Dean
Josh Duhamel
Josh Evans
Josh Fox
Josh Gad
Josh Hamilton
Josh Hartnett
Josh Hopkins
Josh Hutcherson
Josh Keaton
Josh Lucas
Josh Pais
Josh Peck
Josh Rushing
Josh Zuckerman
Joshua Alscher
Joshua Amsden
Joshua Jackson
Joshua Leonard
Joshua Malina
Joshua McIvor
Joshua Rudoy
Joshua Seth
Joshua Zeman
Josiane Balasko
Josie Ho
Josie Lawrence
Joss Ackland
José Baviera
José Calvo
José Concepción Macías
José Ferrer
José Gallardo
José Iturbi
José Legarreta
José Lewgoy
José Luis Arias
José Luis García Pérez
José Luis Gómez
José Luis de Vilallonga
José María Yazpik
José María de Tavira
José Torvay
José Wilker
José Zúñiga
Joséphine Lebas-Joly
Jovan Jovanovic
Joy Behar
Joy Boushel
Joy Bryant
Joy Carlin
Joyce Carey
Joyce Hyser
Joyce Redman
Joyce Van Patten
Jozef Kroner
Juan 'Doc Restrepo
Juan Andrés Silva
Juan Carlos Hernández
Juan Diego
Juan Echanove
Juan Ferrara
Juan Gabriel Yacuzzi
Juan Luis Acevedo
Juan Munoz
Juan Pablo Arias Barrón
Juan Zaplana Ramirez
Juana Collignon
Juanita Waterman
Juano Hernandez
Judd Hirsch
Judd Nelson
Jude Law
Judge Reinhold
Judi Dench
Judi West
Judie Aronson
Judith Allen
Judith Anderson
Judith Barsi
Judith Evelyn
Judith Furse
Judith Godrèche
Judith Henry
Judith Hoag
Judith O'Dea
Judith Scott
Judith Vittet
Judy Davis
Judy Engles
Judy Garland
Judy Geeson
Judy Greer
Judy Herrera
Judy Holliday
Judy Kuhn
Judy McLane
Judy Parfitt
Juha Veijonen
Juhani Niemelä
Jukka Hiltunen
Julanne Johnston
Jules Sitruk
Jules-Eugène Legris
Julia Anne Robinson
Julia Dearden
Julia Dietze
Julia Jentsch
Julia Louis-Dreyfus
Julia McNeal
Julia Ormond
Julia Roberts
Julia Sawalha
Julia Stiles
Julia Sweeney
Julia West
Julian Arahanga
Julian Ayer
Julian Bond
Julian Fellowes
Julian Firth
Julian Glover
Julian Lehmann
Julian McMahon
Julian Morris
Julian Sands
Julian Wadham
Julian Weigend
Juliane Koepcke
Juliane Köhler
Julianna Margulies
Julianne Hough
Julianne Moore
Julianne Nicholson
Julianne Phillips
Julie Adams
Julie Andrews
Julie Balloo
Julie Bataille
Julie Benz
Julie Bishop
Julie Bowen
Julie Brown
Julie Burgess
Julie Carmen
Julie Chen
Julie Christie
Julie Cox
Julie Delpy
Julie Durand
Julie Forsyth
Julie Gayet
Julie Graham
Julie Hagerty
Julie Hamilton
Julie Harris
Julie Kavner
Julie LeBreton
Julie Sedgewick
Julie Sommars
Julie Walters
Julie Warner
Julien Bertheau
Julien Monney
Juliet Rylance
Juliet Stevenson
Julieta Cardinali
Julieta Serrano
Juliette Binoche
Juliette Danielle
Juliette Lewis
Juliette Mayniel
Julio Cedillo
Julio Oscar Mechoso
Julius Carry
Julius Harris
Jun Hamamura
Jun Kunimura
Jun Mizuki
Jun Mutô
Jun Tazaki
Jun'ichi Okada
June
June Allyson
June Barry
June Foray
June Kyoto Lu
June Lang
June Squibb
Jung-Jin Lee
Jung-ah Yum
Junio Valverde
Junius Matthews
Junko Iwao
Juno Temple
Jurnee Smollett-Bell
Justin Barreto
Justin Bartha
Justin Bradley
Justin Braine
Justin Chambers
Justin Chatwin
Justin Cooper
Justin Deeley
Justin Henry
Justin Kirk
Justin Long
Justin McGuire
Justin Pierce
Justin Salinger
Justin Theroux
Justin Timberlake
Justin Whalin
Justine Waddell
Justo González
Justus von Dohnányi
Jyrki Kovaleff
Jérémie Renier
Jô Shishido
Jôji Nakata
Jûkichi Uno
Jûrôta Kosugi
Jürgen Prochnow
Jürgen Tonkel
Jürgen Vogel
Jüri Järvet
Ka-Kui Ho
Kad Merad
Kadeem Hardison
Kaelynn Craddick
Kagiso Kuypers
Kaija Pakarinen
Kais Nashif
Kal Penn
Kaleil Isaza Tuzman
Kaley Cuoco
Kali Bannerjee
Kali Rocha
Kalina Jedrusik
Kalki Koechlin
Kamahl
Kamala Adhikari
Kamala Lopez
Kamatari Fujiwara
Kandace Caine
Kandyse McClure
Kane Hodder
Kang Chin
Kang-ho Song
Kanin Howell
Kankurô Kudô
Kanu Bannerjee
Kanye West
Kaoru Yachigusa
Kap-su Kim
Kappei Yamaguchi
Kara Hoffman
Karan Ashley
Kareem Abdul-Jabbar
Kareena Kapoor
Karel Roden
Karen Allen
Karen Austin
Karen Black
Karen David
Karen Disher
Karen Fergusson
Karen Fields
Karen Kopins
Karen Lancaume
Karen Lynn Gorney
Karen M. Waldron
Karen McLymont
Karen Meagher
Karen Mok
Karen Morley
Karen Sillas
Karen Steele
Karen Taylor
Karen Young
Kari Heiskanen
Kari Keegan
Kari Matchett
Kari Sylwan
Kari Väänänen
Kari Wahlgren
Karin Aguilar-San Juan
Karin Konoval
Karin Well
Karina Arroyave
Karina Skands
Karina Testa
Karishma Jhalani
Karl Danguillier
Karl Hardman
Karl Malden
Karl Markovics
Karl Swenson
Karl Theobald
Karl Urban
Karla Cecilia Alvarado
Karlheinz Böhm
Karma Wangel
Karolina Gruszka
Karoline Herfurth
Karra Elejalde
Karuna Bannerjee
Karyn Dwyer
Kasi Lemmons
Kasia Smutniak
Kassie Wesley DePaiva
Kat Dennings
Kate Ashfield
Kate Beahan
Kate Beckinsale
Kate Blumberg
Kate Bosworth
Kate Bristol
Kate Burton
Kate Byers
Kate Capshaw
Kate Graham
Kate Hodge
Kate Hudson
Kate Lynch
Kate Maberly
Kate Mara
Kate McNeil
Kate Nauta
Kate Nelligan
Kate Reid
Kate Stafford
Kate Walsh
Kate Winslet
Kate del Castillo
Katee Sackhoff
Katerina Mechera
Katey Sagal
Katharina Schüttler
Katharina Thalbach
Katharine Hepburn
Katharine Houghton
Katharine Isabelle
Katharine Ross
Katharine Towne
Katherine Heigl
Katherine Helmond
Katherine Waterston
Kathleen Bagby
Kathleen Freeman
Kathleen Harrison
Kathleen Lockhart
Kathleen Quinlan
Kathleen Turner
Kathleen Wilhoite
Kathrine Narducci
Kathryn Alexander
Kathryn Beaumont
Kathryn Bigelow
Kathryn Erbe
Kathryn Grant
Kathryn Grayson
Kathryn Hahn
Kathryn Holcomb
Kathryn Howell
Kathryn McGuire
Kathryn Mullen
Kathryn Walker
Kathy Baker
Kathy Bates
Kathy Griffin
Kathy Jamieson
Kathy Larson
Kathy Lester
Kathy Najimy
Kathy Steinberg
Kati Outinen
Katie Barberi
Katie Boland
Katie Cassidy
Katie Chang
Katie Featherston
Katie Holmes
Katie Jarvis
Katie Lyons
Katie Sagona
Katie Schlossberg
Katrin Cartlidge
Katrin Saß
Katrin Schaake
Katrina Bowden
Katsunosuke Hori
Katsuo Nakamura
Katy Barker
Katy Jurado
Katya Ladan
Kay E. Kuter
Kay Francis
Kay Hammond
Kay Kendall
Kay Lenz
Kay Medford
Kay Thompson
Kay Walsh
Kaylee Vieira
Kayo Matsuo
Kayoko Fujii
Kayoko Kishimoto
Kayvan Novak
Kazue Fukiishi
Kazuko Yoshiyuki
Kazunari Ninomiya
Kazushi Watanabe
Kazushige Nagashima
Kazuya Nakai
Kazuya Takahashi
Kazuyoshi Minamimagoe
Kazuyuki Sogabe
Keanu Reeves
Keeley Hawes
Keenan Wynn
Keene McRae
Kei Fujiwara
Kei Horie
Kei Kobayashi
Kei Satô
Keiju Kobayashi
Keiko Awaji
Keiko Takeshita
Keiko Toda
